[38.9071923, -77.0368707, 'OFFENSE', 'METHOD', 'BLOCKSITEADDRESS', 'REPORTDATETIME', 'OFFENSE : METHOD', 'BLOCKSITEADDRESS\nREPORTDATETIME'],
[38.877166, -77.0001174, 'THEFT/OTHER', 'OTHERS', '400 - 499 BLOCK OF M STREET SE', '1/10/2013 4:56:00 PM', 'THEFT/OTHER', '400 - 499 BLOCK OF M STREET SE\n1/10/2013 4:56:00 PM'],
[38.888875, -76.99929999999999, 'THEFT F/AUTO', 'OTHERS', '500 - 599 BLOCK OF A STREET SE', '1/10/2013 5:29:00 PM', 'THEFT F/AUTO', '500 - 599 BLOCK OF A STREET SE\n1/10/2013 5:29:00 PM'],
[38.9054493, -77.0324641, 'THEFT/OTHER', 'OTHERS', '3 - 5 BLOCK OF THOMAS CIRCLE NW', '1/10/2013 5:00:00 PM', 'THEFT/OTHER', '3 - 5 BLOCK OF THOMAS CIRCLE NW\n1/10/2013 5:00:00 PM'],
[38.8609577, -76.9666743, 'HOMICIDE', 'KNIFE', '2800 - 2999 BLOCK OF ALABAMA AVENUE SE', '1/10/2013 12:00:00 AM', 'HOMICIDE : KNIFE', '2800 - 2999 BLOCK OF ALABAMA AVENUE SE\n1/10/2013 12:00:00 AM'],
[38.8418633, -76.99846649999999, 'THEFT/OTHER', 'OTHERS', '3301 - 3699 BLOCK OF 6TH STREET SE', '1/10/2013 6:13:00 PM', 'THEFT/OTHER', '3301 - 3699 BLOCK OF 6TH STREET SE\n1/10/2013 6:13:00 PM'],
[38.891144, -76.99592299999999, 'THEFT F/AUTO', 'OTHERS', '700 - 799 BLOCK OF A STREET NE', '1/10/2013 5:55:00 PM', 'THEFT F/AUTO', '700 - 799 BLOCK OF A STREET NE\n1/10/2013 5:55:00 PM'],
[38.9093697, -77.0547715, 'THEFT/OTHER', 'OTHERS', '2600 - 2699 BLOCK OF P STREET NW', '1/10/2013 5:42:00 PM', 'THEFT/OTHER', '2600 - 2699 BLOCK OF P STREET NW\n1/10/2013 5:42:00 PM'],
[38.945744, -77.08838899999999, 'BURGLARY', 'OTHERS', '4309 - 4399 BLOCK OF 45TH STREET NW', '1/10/2013 6:50:00 PM', 'BURGLARY', '4309 - 4399 BLOCK OF 45TH STREET NW\n1/10/2013 6:50:00 PM'],
[38.9493114, -77.0157622, 'ASSAULT W/DANGEROUS WEAPON', 'OTHERS', '300  - 399 BLOCK OF DELAFIELD PLACE NW', '1/10/2013 6:30:00 PM', 'ASSAULT W/DANGEROUS WEAPON', '300  - 399 BLOCK OF DELAFIELD PLACE NW\n1/10/2013 6:30:00 PM'],
[38.9568299, -77.011926, 'THEFT/OTHER', 'OTHERS', '5500  - 5599 BLOCK OF 1ST STREET NW', '1/10/2013 6:12:00 PM', 'THEFT/OTHER', '5500  - 5599 BLOCK OF 1ST STREET NW\n1/10/2013 6:12:00 PM'],
[38.894814, -76.9926634, 'THEFT/OTHER', 'OTHERS', '400 - 499 BLOCK OF 10TH STREET NE', '1/10/2013 6:34:00 PM', 'THEFT/OTHER', '400 - 499 BLOCK OF 10TH STREET NE\n1/10/2013 6:34:00 PM'],
[38.8966815, -76.9836299, 'ROBBERY', 'GUN', '1500 - 1599 BLOCK OF F STREET NE', '1/10/2013 7:15:00 PM', 'ROBBERY : GUN', '1500 - 1599 BLOCK OF F STREET NE\n1/10/2013 7:15:00 PM'],
[38.928491, -77.0276559, 'ROBBERY', 'OTHERS', '1100 - 1299 BLOCK OF IRVING STREET NW', '1/10/2013 7:03:00 PM', 'ROBBERY', '1100 - 1299 BLOCK OF IRVING STREET NW\n1/10/2013 7:03:00 PM'],
[38.9590565, -77.0848741, 'THEFT/OTHER', 'OTHERS', '5300 - 5399 BLOCK OF WISCONSIN AVENUE NW', '1/10/2013 7:18:00 PM', 'THEFT/OTHER', '5300 - 5399 BLOCK OF WISCONSIN AVENUE NW\n1/10/2013 7:18:00 PM'],
[38.9143867, -77.0460681, 'THEFT/OTHER', 'OTHERS', '1811 - 1899 BLOCK OF CONNECTICUT AVENUE NW', '1/10/2013 8:00:00 PM', 'THEFT/OTHER', '1811 - 1899 BLOCK OF CONNECTICUT AVENUE NW\n1/10/2013 8:00:00 PM'],
[38.86257700000001, -76.992313, 'THEFT F/AUTO', 'OTHERS', '2400 - 2499 BLOCK OF MARTIN LUTHER KING JR AVENUE SE', '1/10/2013 7:35:00 PM', 'THEFT F/AUTO', '2400 - 2499 BLOCK OF MARTIN LUTHER KING JR AVENUE SE\n1/10/2013 7:35:00 PM'],
[38.903813, -76.929475, 'THEFT/OTHER', 'OTHERS', '5000 - 5065 BLOCK OF SHERIFF ROAD NE', '1/10/2013 7:54:00 PM', 'THEFT/OTHER', '5000 - 5065 BLOCK OF SHERIFF ROAD NE\n1/10/2013 7:54:00 PM'],
[38.8975372, -76.9666098, 'THEFT/OTHER', 'OTHERS', '2500 - 2598 BLOCK OF BENNING ROAD NE', '1/10/2013 8:30:00 PM', 'THEFT/OTHER', '2500 - 2598 BLOCK OF BENNING ROAD NE\n1/10/2013 8:30:00 PM'],
[38.967645, -77.027835, 'ROBBERY', 'GUN', '6400  - 6489 BLOCK OF GEORGIA AVENUE NW', '1/10/2013 7:42:00 PM', 'ROBBERY : GUN', '6400  - 6489 BLOCK OF GEORGIA AVENUE NW\n1/10/2013 7:42:00 PM'],
[38.9479204, -77.0820423, 'THEFT F/AUTO', 'OTHERS', '42ND STREET NW AND ALBEMARLE STREET NW', '1/10/2013 8:30:00 PM', 'THEFT F/AUTO', '42ND STREET NW AND ALBEMARLE STREET NW\n1/10/2013 8:30:00 PM'],
[38.8508401, -76.96794849999999, 'BURGLARY', 'OTHERS', '3200 - 3299 BLOCK OF 28TH STREET SE', '1/10/2013 9:20:00 PM', 'BURGLARY', '3200 - 3299 BLOCK OF 28TH STREET SE\n1/10/2013 9:20:00 PM'],
[38.9470635, -76.98076200000001, 'ROBBERY', 'GUN', '4800 - 4899 BLOCK OF QUEENS CHAPEL TERRACE NE', '1/10/2013 8:32:00 PM', 'ROBBERY : GUN', '4800 - 4899 BLOCK OF QUEENS CHAPEL TERRACE NE\n1/10/2013 8:32:00 PM'],
[38.9224545, -76.9922741, 'THEFT F/AUTO', 'OTHERS', '1000 - 1199 BLOCK OF BRYANT STREET NE', '1/10/2013 9:19:00 PM', 'THEFT F/AUTO', '1000 - 1199 BLOCK OF BRYANT STREET NE\n1/10/2013 9:19:00 PM'],
[38.959297, -77.0838852, 'THEFT F/AUTO', 'OTHERS', '5300 - 5399 BLOCK OF 43RD STREET NW', '1/10/2013 9:00:00 PM', 'THEFT F/AUTO', '5300 - 5399 BLOCK OF 43RD STREET NW\n1/10/2013 9:00:00 PM'],
[38.8826417, -76.99151789999999, 'THEFT/OTHER', 'OTHERS', '500 - 599 BLOCK OF 11TH STREET SE', '1/10/2013 9:17:00 PM', 'THEFT/OTHER', '500 - 599 BLOCK OF 11TH STREET SE\n1/10/2013 9:17:00 PM'],
[38.9126415, -77.0365313, 'THEFT/OTHER', 'OTHERS', '1700 - 1719 BLOCK OF 16TH STREET NW', '1/10/2013 9:44:00 PM', 'THEFT/OTHER', '1700 - 1719 BLOCK OF 16TH STREET NW\n1/10/2013 9:44:00 PM'],
[38.9479089, -77.07851959999999, 'THEFT F/AUTO', 'OTHERS', 'ALBEMARLE STREET NW AND FORT DRIVE NW', '1/10/2013 8:24:00 PM', 'THEFT F/AUTO', 'ALBEMARLE STREET NW AND FORT DRIVE NW\n1/10/2013 8:24:00 PM'],
[38.902523, -76.99842749999999, 'BURGLARY', 'OTHERS', '600 - 699 BLOCK OF K STREET NE', '1/10/2013 9:34:00 PM', 'BURGLARY', '600 - 699 BLOCK OF K STREET NE\n1/10/2013 9:34:00 PM'],
[38.902959, -76.981957, 'MOTOR VEHICLE THEFT', 'OTHERS', '1000 - 1099 BLOCK OF BLADENSBURG ROAD NE', '1/10/2013 10:11:00 PM', 'MOTOR VEHICLE THEFT', '1000 - 1099 BLOCK OF BLADENSBURG ROAD NE\n1/10/2013 10:11:00 PM'],
[38.842169, -76.993608, 'THEFT F/AUTO', 'OTHERS', '3300 - 3405 BLOCK OF WHEELER ROAD SE', '1/10/2013 10:35:00 PM', 'THEFT F/AUTO', '3300 - 3405 BLOCK OF WHEELER ROAD SE\n1/10/2013 10:35:00 PM'],
[38.904807, -76.93408699999999, 'THEFT F/AUTO', 'OTHERS', '1100 - 1199 BLOCK OF 48TH STREET NE', '1/10/2013 10:55:00 PM', 'THEFT F/AUTO', '1100 - 1199 BLOCK OF 48TH STREET NE\n1/10/2013 10:55:00 PM'],
[38.8983176, -77.02598689999999, 'THEFT F/AUTO', 'OTHERS', '10TH STREET NW AND G STREET NW', '1/10/2013 10:17:00 PM', 'THEFT F/AUTO', '10TH STREET NW AND G STREET NW\n1/10/2013 10:17:00 PM'],
[38.887745, -76.95579889999999, 'BURGLARY', 'OTHERS', '3500 - 3599 BLOCK OF B STREET SE', '1/10/2013 9:59:00 PM', 'BURGLARY', '3500 - 3599 BLOCK OF B STREET SE\n1/10/2013 9:59:00 PM'],
[38.900419, -76.990021, 'ROBBERY', 'OTHERS', '1200 - 1299 BLOCK OF H STREET NE', '1/10/2013 11:30:00 PM', 'ROBBERY', '1200 - 1299 BLOCK OF H STREET NE\n1/10/2013 11:30:00 PM'],
[38.9129322, -77.01405849999999, 'ROBBERY', 'OTHERS', '2ND STREET NW AND FLORIDA AVENUE NW', '1/10/2013 11:28:00 PM', 'ROBBERY', '2ND STREET NW AND FLORIDA AVENUE NW\n1/10/2013 11:28:00 PM'],
[38.9206654, -77.0400413, 'ROBBERY', 'GUN', 'KALORAMA ROAD NW AND ONTARIO ROAD NW', '1/11/2013 1:45:00 AM', 'ROBBERY : GUN', 'KALORAMA ROAD NW AND ONTARIO ROAD NW\n1/11/2013 1:45:00 AM'],
[38.899757, -76.98517199999999, 'THEFT/OTHER', 'OTHERS', '1400 - 1499 BLOCK OF MARYLAND AVENUE NE', '1/10/2013 10:02:00 PM', 'THEFT/OTHER', '1400 - 1499 BLOCK OF MARYLAND AVENUE NE\n1/10/2013 10:02:00 PM'],
[38.86653039999999, -76.97899579999999, 'MOTOR VEHICLE THEFT', 'OTHERS', '1800 - 2199 BLOCK OF U PLACE SE', '1/10/2013 11:33:00 PM', 'MOTOR VEHICLE THEFT', '1800 - 2199 BLOCK OF U PLACE SE\n1/10/2013 11:33:00 PM'],
[38.95334, -77.018002, 'BURGLARY', 'OTHERS', '5200  - 5299 BLOCK OF 4TH STREET NW', '1/10/2013 11:22:00 PM', 'BURGLARY', '5200  - 5299 BLOCK OF 4TH STREET NW\n1/10/2013 11:22:00 PM'],
[38.911322, -77.036987, 'MOTOR VEHICLE THEFT', 'OTHERS', '1600 - 1619 BLOCK OF 16TH STREET NW', '1/10/2013 11:48:00 PM', 'MOTOR VEHICLE THEFT', '1600 - 1619 BLOCK OF 16TH STREET NW\n1/10/2013 11:48:00 PM'],
[38.948201, -77.02395419999999, 'ROBBERY', 'GUN', '800  - 899 BLOCK OF DECATUR STREET NW', '1/11/2013 3:00:00 AM', 'ROBBERY : GUN', '800  - 899 BLOCK OF DECATUR STREET NW\n1/11/2013 3:00:00 AM'],
[38.9112719, -77.023203, 'THEFT F/AUTO', 'OTHERS', '1600 - 1629 BLOCK OF 8TH STREET NW', '1/11/2013 4:01:00 AM', 'THEFT F/AUTO', '1600 - 1629 BLOCK OF 8TH STREET NW\n1/11/2013 4:01:00 AM'],
[38.8591849, -76.96113, 'MOTOR VEHICLE THEFT', 'OTHERS', '2500 - 2599 BLOCK OF 32ND STREET SE', '1/11/2013 4:43:00 AM', 'MOTOR VEHICLE THEFT', '2500 - 2599 BLOCK OF 32ND STREET SE\n1/11/2013 4:43:00 AM'],
[38.9100832, -77.00143039999999, 'THEFT/OTHER', 'OTHERS', '400 - 1229 BLOCK OF NEW YORK AVENUE NE', '1/11/2013 5:37:00 AM', 'THEFT/OTHER', '400 - 1229 BLOCK OF NEW YORK AVENUE NE\n1/11/2013 5:37:00 AM'],
[38.9100832, -77.00143039999999, 'ASSAULT W/DANGEROUS WEAPON', 'GUN', '400 - 1229 BLOCK OF NEW YORK AVENUE NE', '1/11/2013 5:43:00 AM', 'ASSAULT W/DANGEROUS WEAPON : GUN', '400 - 1229 BLOCK OF NEW YORK AVENUE NE\n1/11/2013 5:43:00 AM'],
[38.8211091, -77.0107956, 'ASSAULT W/DANGEROUS WEAPON', 'KNIFE', '4680 - 4699 BLOCK OF MARTIN LUTHER KING JR AVENUE SW', '1/11/2013 5:13:00 AM', 'ASSAULT W/DANGEROUS WEAPON : KNIFE', '4680 - 4699 BLOCK OF MARTIN LUTHER KING JR AVENUE SW\n1/11/2013 5:13:00 AM'],
[38.9461313, -77.0266216, 'ROBBERY', 'KNIFE', '4600  - 4699 BLOCK OF GEORGIA AVENUE NW', '1/11/2013 6:45:00 AM', 'ROBBERY : KNIFE', '4600  - 4699 BLOCK OF GEORGIA AVENUE NW\n1/11/2013 6:45:00 AM'],
[38.892296, -76.929053, 'THEFT F/AUTO', 'OTHERS', '5100 - 5199 BLOCK OF BROOKS STREET NE', '1/11/2013 6:56:00 AM', 'THEFT F/AUTO', '5100 - 5199 BLOCK OF BROOKS STREET NE\n1/11/2013 6:56:00 AM'],
[38.9309376, -77.0308855, 'THEFT F/AUTO', 'OTHERS', '3300 - 3399 BLOCK OF HOLMEAD PLACE NW', '1/11/2013 8:02:00 AM', 'THEFT F/AUTO', '3300 - 3399 BLOCK OF HOLMEAD PLACE NW\n1/11/2013 8:02:00 AM'],
[38.887446, -76.991249, 'THEFT F/AUTO', 'OTHERS', '200 - 299 BLOCK OF 11TH STREET SE', '1/11/2013 8:10:00 AM', 'THEFT F/AUTO', '200 - 299 BLOCK OF 11TH STREET SE\n1/11/2013 8:10:00 AM'],
[38.8973474, -76.992633, 'THEFT F/AUTO', 'OTHERS', '1000 - 1099 BLOCK OF F STREET NE', '1/11/2013 8:22:00 AM', 'THEFT F/AUTO', '1000 - 1099 BLOCK OF F STREET NE\n1/11/2013 8:22:00 AM'],
[38.931803, -77.02103799999999, 'BURGLARY', 'OTHERS', '600 - 699 BLOCK OF MORTON STREET NW', '1/11/2013 7:51:00 AM', 'BURGLARY', '600 - 699 BLOCK OF MORTON STREET NW\n1/11/2013 7:51:00 AM'],
[38.9177231, -76.9718536, 'THEFT F/AUTO', 'OTHERS', '2300 - 3699 BLOCK OF NEW YORK AVENUE NE', '1/11/2013 7:44:00 AM', 'THEFT F/AUTO', '2300 - 3699 BLOCK OF NEW YORK AVENUE NE\n1/11/2013 7:44:00 AM'],
[38.9140819, -77.0219372, 'THEFT F/AUTO', 'OTHERS', '700 - 799 BLOCK OF S STREET NW', '1/11/2013 8:55:00 AM', 'THEFT F/AUTO', '700 - 799 BLOCK OF S STREET NW\n1/11/2013 8:55:00 AM'],
[38.9125309, -77.059305, 'MOTOR VEHICLE THEFT', 'OTHERS', '30TH STREET NW AND R STREET NW', '1/11/2013 8:41:00 AM', 'MOTOR VEHICLE THEFT', '30TH STREET NW AND R STREET NW\n1/11/2013 8:41:00 AM'],
[38.9115346, -77.0239785, 'THEFT/OTHER', 'OTHERS', '900 - 999 BLOCK OF RHODE ISLAND AVENUE NE', '1/11/2013 9:22:00 AM', 'THEFT/OTHER', '900 - 999 BLOCK OF RHODE ISLAND AVENUE NE\n1/11/2013 9:22:00 AM'],
[38.8889896, -76.9883281, 'THEFT F/AUTO', 'OTHERS', '1200 - 1299 BLOCK OF MASSACHUSETTS AVENUE SE', '1/11/2013 9:00:00 AM', 'THEFT F/AUTO', '1200 - 1299 BLOCK OF MASSACHUSETTS AVENUE SE\n1/11/2013 9:00:00 AM'],
[38.8666537, -76.98437849999999, 'THEFT/OTHER', 'OTHERS', '1420 - 1518 BLOCK OF GOOD HOPE ROAD SE', '1/11/2013 9:00:00 AM', 'THEFT/OTHER', '1420 - 1518 BLOCK OF GOOD HOPE ROAD SE\n1/11/2013 9:00:00 AM'],
[38.9280765, -76.9780524, 'THEFT F/AUTO', 'OTHERS', '1805 - 1999 BLOCK OF RHODE ISLAND AVENUE NE', '1/11/2013 9:17:00 AM', 'THEFT F/AUTO', '1805 - 1999 BLOCK OF RHODE ISLAND AVENUE NE\n1/11/2013 9:17:00 AM'],
[38.912475, -76.936302, 'ASSAULT W/DANGEROUS WEAPON', 'KNIFE', '4500 - 4599 BLOCK OF QUARLES STREET NE', '1/11/2013 9:45:00 AM', 'ASSAULT W/DANGEROUS WEAPON : KNIFE', '4500 - 4599 BLOCK OF QUARLES STREET NE\n1/11/2013 9:45:00 AM'],
[38.868101, -76.978707, 'ASSAULT W/DANGEROUS WEAPON', 'OTHERS', '1800 - 1899 BLOCK OF 18TH STREET SE', '1/11/2013 10:00:00 AM', 'ASSAULT W/DANGEROUS WEAPON', '1800 - 1899 BLOCK OF 18TH STREET SE\n1/11/2013 10:00:00 AM'],
[38.894831, -76.91226900000001, 'THEFT/OTHER', 'OTHERS', '400 - 449 BLOCK OF EASTERN AVENUE NE', '1/11/2013 11:59:00 AM', 'THEFT/OTHER', '400 - 449 BLOCK OF EASTERN AVENUE NE\n1/11/2013 11:59:00 AM'],
[38.9349484, -77.0886879, 'THEFT/OTHER', 'OTHERS', '3400 - 3499 BLOCK OF NEBRASKA AVENUE NW', '1/11/2013 9:23:00 AM', 'THEFT/OTHER', '3400 - 3499 BLOCK OF NEBRASKA AVENUE NW\n1/11/2013 9:23:00 AM'],
[38.9022037, -77.0452516, 'THEFT/OTHER', 'OTHERS', '2000 - 2099 BLOCK OF K STREET NW', '1/11/2013 9:30:00 AM', 'THEFT/OTHER', '2000 - 2099 BLOCK OF K STREET NW\n1/11/2013 9:30:00 AM'],
[38.869661, -76.95985999999999, 'THEFT F/AUTO', 'OTHERS', '3200 - 3299 BLOCK OF PENNSYLVANIA AVENUE SE', '1/11/2013 10:00:00 AM', 'THEFT F/AUTO', '3200 - 3299 BLOCK OF PENNSYLVANIA AVENUE SE\n1/11/2013 10:00:00 AM'],
[38.8464799, -76.9770779, 'BURGLARY', 'OTHERS', '1900 - 2107 BLOCK OF SAVANNAH TERRACE SE', '1/11/2013 10:45:00 AM', 'BURGLARY', '1900 - 2107 BLOCK OF SAVANNAH TERRACE SE\n1/11/2013 10:45:00 AM'],
[38.9143867, -77.0460681, 'THEFT/OTHER', 'OTHERS', '1811 - 1899 BLOCK OF CONNECTICUT AVENUE NW', '1/11/2013 9:21:00 AM', 'THEFT/OTHER', '1811 - 1899 BLOCK OF CONNECTICUT AVENUE NW\n1/11/2013 9:21:00 AM'],
[38.9037206, -77.0161897, 'THEFT/OTHER', 'OTHERS', '400 - 499 BLOCK OF L STREET NW', '1/11/2013 10:49:00 AM', 'THEFT/OTHER', '400 - 499 BLOCK OF L STREET NW\n1/11/2013 10:49:00 AM'],
[38.9096334, -76.99583779999999, 'ROBBERY', 'OTHERS', '1400 - 1499 BLOCK OF BRENTWOOD PARKWAY NE', '1/11/2013 11:35:00 AM', 'ROBBERY', '1400 - 1499 BLOCK OF BRENTWOOD PARKWAY NE\n1/11/2013 11:35:00 AM'],
[38.9295547, -77.0331896, 'THEFT/OTHER', 'OTHERS', '3100 - 3299 BLOCK OF 14TH STREET NW', '1/11/2013 11:57:00 AM', 'THEFT/OTHER', '3100 - 3299 BLOCK OF 14TH STREET NW\n1/11/2013 11:57:00 AM'],
[38.920332, -77.0153629, 'THEFT/OTHER', 'OTHERS', '200 - 399 BLOCK OF BRYANT STREET NW', '1/11/2013 11:35:00 AM', 'THEFT/OTHER', '200 - 399 BLOCK OF BRYANT STREET NW\n1/11/2013 11:35:00 AM'],
[38.9275374, -77.03252189999999, 'THEFT/OTHER', 'OTHERS', '3000 - 3099 BLOCK OF 14TH STREET NW', '1/11/2013 12:20:00 PM', 'THEFT/OTHER', '3000 - 3099 BLOCK OF 14TH STREET NW\n1/11/2013 12:20:00 PM'],
[38.862765, -76.992245, 'THEFT F/AUTO', 'OTHERS', 'TALBERT STREET SE AND MARTIN LUTHER KING JR AVENUE SE', '1/11/2013 12:12:00 PM', 'THEFT F/AUTO', 'TALBERT STREET SE AND MARTIN LUTHER KING JR AVENUE SE\n1/11/2013 12:12:00 PM'],
[38.9025218, -77.0137444, 'THEFT/OTHER', 'OTHERS', '1000 - 1099 BLOCK OF NEW JERSEY AVENUE NW', '1/11/2013 11:22:00 AM', 'THEFT/OTHER', '1000 - 1099 BLOCK OF NEW JERSEY AVENUE NW\n1/11/2013 11:22:00 AM'],
[38.9040143, -77.0400141, 'THEFT/OTHER', 'OTHERS', '1100 - 1129 BLOCK OF CONNECTICUT AVENUE NW', '1/11/2013 12:33:00 PM', 'THEFT/OTHER', '1100 - 1129 BLOCK OF CONNECTICUT AVENUE NW\n1/11/2013 12:33:00 PM'],
[38.90078, -77.03535099999999, 'THEFT/OTHER', 'OTHERS', '800 - 899 BLOCK OF VERMONT AVENUE NW', '1/11/2013 1:00:00 PM', 'THEFT/OTHER', '800 - 899 BLOCK OF VERMONT AVENUE NW\n1/11/2013 1:00:00 PM'],
[38.9243064, -77.0405141, 'THEFT F/AUTO', 'OTHERS', '1737 - 1776 BLOCK OF COLUMBIA ROAD NW', '1/11/2013 1:33:00 PM', 'THEFT F/AUTO', '1737 - 1776 BLOCK OF COLUMBIA ROAD NW\n1/11/2013 1:33:00 PM'],
[38.9169834, -77.0296281, 'ROBBERY', 'OTHERS', '1300 - 1399 BLOCK OF U STREET NW', '1/11/2013 1:45:00 PM', 'ROBBERY', '1300 - 1399 BLOCK OF U STREET NW\n1/11/2013 1:45:00 PM'],
[38.9096533, -77.0249953, 'THEFT F/AUTO', 'OTHERS', '923 - 999 BLOCK OF P STREET NW', '1/11/2013 1:11:00 PM', 'THEFT F/AUTO', '923 - 999 BLOCK OF P STREET NW\n1/11/2013 1:11:00 PM'],
[38.9312201, -77.0009712, 'THEFT F/AUTO', 'OTHERS', 'HAREWOOD ROAD NE AND MICHIGAN AVENUE NE', '1/11/2013 1:36:00 PM', 'THEFT F/AUTO', 'HAREWOOD ROAD NE AND MICHIGAN AVENUE NE\n1/11/2013 1:36:00 PM'],
[38.9262821, -77.0121953, 'SEX ABUSE', 'OTHERS', '100 - 379 BLOCK OF MICHIGAN AVENUE NE', '1/11/2013 11:39:00 AM', 'SEX ABUSE', '100 - 379 BLOCK OF MICHIGAN AVENUE NE\n1/11/2013 11:39:00 AM'],
[38.9455213, -77.0926635, 'BURGLARY', 'OTHERS', '4700 - 4799 BLOCK OF WINDOM PLACE NW', '1/11/2013 2:18:00 PM', 'BURGLARY', '4700 - 4799 BLOCK OF WINDOM PLACE NW\n1/11/2013 2:18:00 PM'],
[38.944564, -77.0929419, 'BURGLARY', 'OTHERS', '4700 - 4799 BLOCK OF WARREN STREET NW', '1/11/2013 4:30:00 PM', 'BURGLARY', '4700 - 4799 BLOCK OF WARREN STREET NW\n1/11/2013 4:30:00 PM'],
[38.8820096, -76.9267146, 'BURGLARY', 'OTHERS', '5300 - 5399 BLOCK OF E STREET SE', '1/11/2013 1:33:00 PM', 'BURGLARY', '5300 - 5399 BLOCK OF E STREET SE\n1/11/2013 1:33:00 PM'],
[38.836704, -76.9931801, 'ROBBERY', 'OTHERS', '3704 - 3899 BLOCK OF WHEELER ROAD SE', '1/11/2013 1:52:00 PM', 'ROBBERY', '3704 - 3899 BLOCK OF WHEELER ROAD SE\n1/11/2013 1:52:00 PM'],
[38.9115346, -77.0239785, 'THEFT F/AUTO', 'OTHERS', '900 - 999 BLOCK OF RHODE ISLAND AVENUE NE', '1/11/2013 2:12:00 PM', 'THEFT F/AUTO', '900 - 999 BLOCK OF RHODE ISLAND AVENUE NE\n1/11/2013 2:12:00 PM'],
[38.9104305, -77.042996, 'THEFT/OTHER', 'OTHERS', '1500 - 1599 BLOCK OF NEW HAMPSHIRE AVENUE NW', '1/11/2013 3:00:00 PM', 'THEFT/OTHER', '1500 - 1599 BLOCK OF NEW HAMPSHIRE AVENUE NW\n1/11/2013 3:00:00 PM'],
[38.887374, -76.950351, 'THEFT F/AUTO', 'OTHERS', '3800 - 3899 BLOCK OF BAY LANE SE', '1/11/2013 2:33:00 PM', 'THEFT F/AUTO', '3800 - 3899 BLOCK OF BAY LANE SE\n1/11/2013 2:33:00 PM'],
[38.8859934, -76.93589829999999, 'THEFT/OTHER', 'OTHERS', '4700 - 4899 BLOCK OF C STREET SE', '1/11/2013 2:34:00 PM', 'THEFT/OTHER', '4700 - 4899 BLOCK OF C STREET SE\n1/11/2013 2:34:00 PM'],
[38.8985039, -77.03219229999999, 'THEFT/OTHER', 'OTHERS', '700 - 723 BLOCK OF 14TH STREET NW', '1/11/2013 2:55:00 PM', 'THEFT/OTHER', '700 - 723 BLOCK OF 14TH STREET NW\n1/11/2013 2:55:00 PM'],
[38.900563, -77.04687009999999, 'THEFT/OTHER', 'OTHERS', '2100 - 2199 BLOCK OF I STREET NW', '1/11/2013 2:37:00 PM', 'THEFT/OTHER', '2100 - 2199 BLOCK OF I STREET NW\n1/11/2013 2:37:00 PM'],
[38.9355819, -76.99336699999999, 'MOTOR VEHICLE THEFT', 'OTHERS', '3700 - 3725 BLOCK OF 10TH STREET NE', '1/11/2013 1:40:00 PM', 'MOTOR VEHICLE THEFT', '3700 - 3725 BLOCK OF 10TH STREET NE\n1/11/2013 1:40:00 PM'],
[38.9484624, -77.0805395, 'THEFT/OTHER', 'OTHERS', '4500 - 4537 BLOCK OF WISCONSIN AVENUE NW', '1/11/2013 2:30:00 PM', 'THEFT/OTHER', '4500 - 4537 BLOCK OF WISCONSIN AVENUE NW\n1/11/2013 2:30:00 PM'],
[38.8563328, -76.98864259999999, 'THEFT F/AUTO', 'OTHERS', '2600 - 2699 BLOCK OF DOUGLASS ROAD SE', '1/11/2013 4:19:00 PM', 'THEFT F/AUTO', '2600 - 2699 BLOCK OF DOUGLASS ROAD SE\n1/11/2013 4:19:00 PM'],
[38.9008293, -77.051953, 'THEFT/OTHER', 'OTHERS', '900 - 915 BLOCK OF NEW HAMPSHIRE AVENUE NW', '1/11/2013 3:52:00 PM', 'THEFT/OTHER', '900 - 915 BLOCK OF NEW HAMPSHIRE AVENUE NW\n1/11/2013 3:52:00 PM'],
[38.9022102, -76.9447721, 'MOTOR VEHICLE THEFT', 'OTHERS', '1300 - 1499 BLOCK OF KENILWORTH AVENUE NE', '1/11/2013 4:26:00 PM', 'MOTOR VEHICLE THEFT', '1300 - 1499 BLOCK OF KENILWORTH AVENUE NE\n1/11/2013 4:26:00 PM'],
[38.9056709, -77.01894709999999, 'THEFT/OTHER', 'OTHERS', '1200 - 1220 BLOCK OF 5TH STREET NW', '1/11/2013 4:36:00 PM', 'THEFT/OTHER', '1200 - 1220 BLOCK OF 5TH STREET NW\n1/11/2013 4:36:00 PM'],
[38.9039742, -77.0349519, 'THEFT/OTHER', 'OTHERS', '1100 - 1199 BLOCK OF 15TH STREET NW', '1/11/2013 4:59:00 PM', 'THEFT/OTHER', '1100 - 1199 BLOCK OF 15TH STREET NW\n1/11/2013 4:59:00 PM'],
[38.9331039, -76.99634449999999, 'THEFT/OTHER', 'OTHERS', '600 - 699 BLOCK OF MICHIGAN AVENUE NE', '1/11/2013 5:00:00 PM', 'THEFT/OTHER', '600 - 699 BLOCK OF MICHIGAN AVENUE NE\n1/11/2013 5:00:00 PM'],
[38.8609291, -77.0004877, 'ASSAULT W/DANGEROUS WEAPON', 'OTHERS', '1100 - 1299 BLOCK OF EATON ROAD SE', '1/11/2013 5:31:00 PM', 'ASSAULT W/DANGEROUS WEAPON', '1100 - 1299 BLOCK OF EATON ROAD SE\n1/11/2013 5:31:00 PM'],
